,type,cash,holdings
0,2,606681.4768917896,"{'AXP': 0, 'AMGN': 0, 'AAPL': 0, 'BA': 0, 'CAT': 0, 'CSCO': 0, 'CVX': 0, 'GS': 0, 'HD': 0, 'HON': 0, 'IBM': 0, 'INTC': 0, 'JNJ': 0, 'KO': 0, 'JPM': 0, 'MCD': 0, 'MMM': 0, 'MRK': 0, 'MSFT': 0, 'NKE': 0, 'PG': 0, 'TRV': 0, 'UNH': 0, 'CRM': 0, 'VZ': 0, 'V': 0, 'WBA': 0, 'WMT': 0, 'DIS': 0, 'DOW': 0}"
1,2,606681.4768917896,"{'AXP': 0, 'AMGN': 0, 'AAPL': 0, 'BA': 0, 'CAT': 0, 'CSCO': 0, 'CVX': 0, 'GS': 0, 'HD': 0, 'HON': 0, 'IBM': 0, 'INTC': 0, 'JNJ': 0, 'KO': 0, 'JPM': 0, 'MCD': 0, 'MMM': 0, 'MRK': 0, 'MSFT': 0, 'NKE': 0, 'PG': 0, 'TRV': 0, 'UNH': 0, 'CRM': 0, 'VZ': 0, 'V': 0, 'WBA': 0, 'WMT': 0, 'DIS': 0, 'DOW': 0}"
2,2,606681.4768917896,"{'AXP': 0, 'AMGN': 0, 'AAPL': 0, 'BA': 0, 'CAT': 0, 'CSCO': 0, 'CVX': 1, 'GS': 0, 'HD': 0, 'HON': 0, 'IBM': 0, 'INTC': 0, 'JNJ': 0, 'KO': 0, 'JPM': 0, 'MCD': 0, 'MMM': 0, 'MRK': 0, 'MSFT': 0, 'NKE': 0, 'PG': 0, 'TRV': 0, 'UNH': 0, 'CRM': 2, 'VZ': 0, 'V': 0, 'WBA': 0, 'WMT': 0, 'DIS': 2, 'DOW': 0}"
3,2,606681.4768917896,"{'AXP': 0, 'AMGN': 0, 'AAPL': 0, 'BA': 0, 'CAT': 0, 'CSCO': 0, 'CVX': 0, 'GS': 0, 'HD': 0, 'HON': 0, 'IBM': 0, 'INTC': 0, 'JNJ': 0, 'KO': 0, 'JPM': 0, 'MCD': 0, 'MMM': 0, 'MRK': 0, 'MSFT': 0, 'NKE': 0, 'PG': 0, 'TRV': 0, 'UNH': 0, 'CRM': 0, 'VZ': 0, 'V': 0, 'WBA': 0, 'WMT': 0, 'DIS': 0, 'DOW': 0}"
4,2,606681.4768917896,"{'AXP': 0, 'AMGN': 0, 'AAPL': 0, 'BA': 0, 'CAT': 0, 'CSCO': 0, 'CVX': 0, 'GS': 0, 'HD': 0, 'HON': 0, 'IBM': 0, 'INTC': 0, 'JNJ': 0, 'KO': 0, 'JPM': 0, 'MCD': 0, 'MMM': 0, 'MRK': 0, 'MSFT': 0, 'NKE': 0, 'PG': 0, 'TRV': 0, 'UNH': 0, 'CRM': 0, 'VZ': 0, 'V': 0, 'WBA': 0, 'WMT': 0, 'DIS': 0, 'DOW': 0}"
5,2,606681.4768917896,"{'AXP': 0, 'AMGN': 0, 'AAPL': 0, 'BA': 0, 'CAT': 0, 'CSCO': 0, 'CVX': 0, 'GS': 0, 'HD': 0, 'HON': 0, 'IBM': 0, 'INTC': 0, 'JNJ': 0, 'KO': 0, 'JPM': 0, 'MCD': 0, 'MMM': 0, 'MRK': 0, 'MSFT': 0, 'NKE': 0, 'PG': 0, 'TRV': 0, 'UNH': 0, 'CRM': 0, 'VZ': 0, 'V': 0, 'WBA': 0, 'WMT': 0, 'DIS': 0, 'DOW': 0}"
6,2,606681.4768917896,"{'AXP': 0, 'AMGN': 0, 'AAPL': 0, 'BA': 0, 'CAT': 0, 'CSCO': 0, 'CVX': 0, 'GS': 0, 'HD': 0, 'HON': 0, 'IBM': 0, 'INTC': 0, 'JNJ': 0, 'KO': 0, 'JPM': 0, 'MCD': 0, 'MMM': 0, 'MRK': 0, 'MSFT': 0, 'NKE': 0, 'PG': 0, 'TRV': 0, 'UNH': 0, 'CRM': 0, 'VZ': 0, 'V': 0, 'WBA': 0, 'WMT': 0, 'DIS': 0, 'DOW': 0}"
7,2,606681.4768917896,"{'AXP': 0, 'AMGN': 0, 'AAPL': 0, 'BA': 0, 'CAT': 0, 'CSCO': 0, 'CVX': 0, 'GS': 0, 'HD': 0, 'HON': 0, 'IBM': 0, 'INTC': 0, 'JNJ': 0, 'KO': 0, 'JPM': 0, 'MCD': 0, 'MMM': 0, 'MRK': 0, 'MSFT': 0, 'NKE': 0, 'PG': 0, 'TRV': 0, 'UNH': 0, 'CRM': 0, 'VZ': 0, 'V': 0, 'WBA': 0, 'WMT': 0, 'DIS': 0, 'DOW': 0}"
8,2,606681.4768917896,"{'AXP': 0, 'AMGN': 0, 'AAPL': 0, 'BA': 0, 'CAT': 0, 'CSCO': 0, 'CVX': 0, 'GS': 0, 'HD': 0, 'HON': 0, 'IBM': 0, 'INTC': 0, 'JNJ': 0, 'KO': 0, 'JPM': 0, 'MCD': 0, 'MMM': 0, 'MRK': 0, 'MSFT': 0, 'NKE': 0, 'PG': 0, 'TRV': 0, 'UNH': 0, 'CRM': 0, 'VZ': 0, 'V': 0, 'WBA': 0, 'WMT': 0, 'DIS': 0, 'DOW': 0}"
9,2,606681.4768917896,"{'AXP': 0, 'AMGN': 0, 'AAPL': 0, 'BA': 0, 'CAT': 1, 'CSCO': 0, 'CVX': 0, 'GS': 0, 'HD': 0, 'HON': 1, 'IBM': 0, 'INTC': 0, 'JNJ': 0, 'KO': 0, 'JPM': 0, 'MCD': 0, 'MMM': 0, 'MRK': 0, 'MSFT': 0, 'NKE': 0, 'PG': 0, 'TRV': 0, 'UNH': 0, 'CRM': 0, 'VZ': 0, 'V': 0, 'WBA': 0, 'WMT': 0, 'DIS': 0, 'DOW': 0}"
